"","edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"181","poisonous","convex","smooth","white","yes","pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","urban"
"182","edible","sunken","fibrous","brown","no","none","free","close","narrow","gray","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","brown","solitary","urban"
"183","edible","flat","fibrous","brown","no","none","free","close","narrow","gray","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","urban"
"184","edible","convex","scaly","yellow","yes","almond","free","close","broad","gray","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","meadows"
"185","edible","flat","smooth","brown","yes","almond","free","close","broad","pink","enlarging","rooted","smooth","scaly","purple","purple","partial","white","one","pendant","black","scattered","paths"
"186","poisonous","convex","smooth","white","yes","pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","grasses"
"187","edible","bell","scaly","white","yes","anise","free","close","broad","gray","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","meadows"
"188","edible","flat","fibrous","gray","no","none","free","close","narrow","pink","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","urban"
"189","edible","bell","smooth","yellow","yes","anise","free","close","broad","gray","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","numerous","grasses"
"190","edible","convex","smooth","brown","yes","almond","free","close","broad","white","enlarging","rooted","smooth","scaly","purple","purple","partial","white","one","pendant","brown","solitary","paths"
"191","edible","convex","fibrous","white","no","none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","black","scattered","grasses"
"192","edible","convex","scaly","white","yes","anise","free","crowded","narrow","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"193","edible","bell","scaly","white","yes","anise","free","close","broad","white","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","meadows"
"194","edible","flat","scaly","yellow","yes","almond","free","crowded","narrow","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"195","edible","convex","scaly","yellow","yes","almond","free","close","broad","black","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","numerous","meadows"
"196","edible","flat","fibrous","gray","no","none","free","close","narrow","gray","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","brown","solitary","urban"
"197","edible","bell","scaly","yellow","yes","almond","free","close","broad","brown","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","grasses"
"198","edible","convex","scaly","white","yes","anise","free","close","broad","gray","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","numerous","meadows"
"199","edible","convex","smooth","white","yes","anise","free","close","broad","brown","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","meadows"
"200","edible","flat","scaly","white","yes","almond","free","crowded","narrow","brown","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"201","edible","convex","smooth","yellow","yes","anise","free","close","broad","white","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","grasses"
"202","edible","bell","scaly","white","yes","anise","free","close","broad","white","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","grasses"
"203","edible","convex","scaly","white","yes","almond","free","close","broad","gray","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","black","numerous","grasses"
"204","edible","convex","fibrous","white","no","none","free","crowded","broad","chocolate","tapering","equal","fibrous","smooth","purple","purple","partial","white","one","evanescent","black","scattered","grasses"
"205","edible","flat","smooth","brown","yes","anise","free","close","broad","brown","enlarging","rooted","smooth","scaly","purple","purple","partial","white","one","pendant","black","solitary","paths"
"206","poisonous","convex","scaly","white","yes","pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","urban"
"207","edible","bell","scaly","white","yes","almond","free","close","broad","brown","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","numerous","grasses"
"208","edible","bell","scaly","white","yes","almond","free","close","broad","black","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","meadows"
"209","edible","bell","smooth","white","yes","anise","free","close","broad","brown","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","numerous","grasses"
"210","edible","bell","smooth","white","yes","almond","free","close","broad","white","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","black","numerous","grasses"
"211","edible","convex","scaly","yellow","yes","almond","free","close","broad","white","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","grasses"
"212","edible","bell","scaly","white","yes","anise","free","close","broad","white","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","black","numerous","meadows"
"213","edible","convex","fibrous","yellow","yes","almond","free","crowded","narrow","brown","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"214","edible","convex","fibrous","gray","no","none","free","close","narrow","brown","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","brown","solitary","urban"
"215","edible","flat","smooth","yellow","yes","almond","free","close","broad","brown","enlarging","rooted","smooth","scaly","purple","purple","partial","white","one","pendant","brown","scattered","grasses"
"216","edible","bell","scaly","white","yes","anise","free","close","broad","brown","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","black","numerous","meadows"
"217","edible","convex","scaly","yellow","yes","almond","free","close","broad","gray","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","grasses"
"218","edible","convex","smooth","yellow","yes","almond","free","close","broad","black","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","grasses"
"219","edible","convex","smooth","white","yes","anise","free","close","broad","white","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","grasses"
